,TEMP_MAX,TEMP_MIN,PRECIP
2005-02-27,10.24,-7.26,0.00
2005-02-28,10.15,-5.75,0.00
2005-03-01,10.06,-4.24,0.00
2005-03-02,11.06,-6.14,0.00
2005-03-03,11.41,-6.69,0.00
2005-03-04,11.76,-7.24,0.00
2005-03-05,12.24,-3.26,0.00
2005-03-06,11.83,-2.78,0.00
2005-03-07,11.42,-2.31,0.00
2005-03-08,11.01,-1.83,0.00
2005-03-09,14.24,-1.26,0.00
2005-03-10,13.99,-0.26,0.00
2005-03-11,13.74,0.74,0.85
2005-03-12,12.49,-2.51,0.00
2005-03-13,11.24,-5.76,0.00
2005-03-14,9.40,-4.43,0.00
2005-03-15,7.57,-3.10,0.00
2005-03-16,5.74,-1.76,4.33
2005-03-17,7.80,-2.33,0.00
2005-03-18,9.87,-2.91,0.15
2005-03-19,5.16,-0.74,0.00
2005-03-20,8.24,-2.26,11.62
2005-03-21,7.80,-5.70,0.00
2005-03-22,7.36,-9.14,0.00
2005-03-23,3.44,-10.35,0.00
2005-03-24,6.56,-3.94,0.00
2005-03-25,5.74,-2.26,1.48
2005-03-26,7.31,-2.42,0.00
2005-03-27,8.89,-2.58,0.00
2005-03-28,10.46,-2.74,2.03
2005-03-29,7.36,-5.84,1.35
2005-03-30,4.24,-0.76,0.21
2005-03-31,7.26,-2.24,0.00
2005-04-01,8.00,-3.50,0.00
2005-04-02,8.74,-4.76,0.00
2005-04-03,8.99,-2.26,0.00
2005-04-04,9.24,0.24,0.00
2005-04-05,12.05,1.95,0.00
2005-04-06,14.86,3.66,0.00
2005-04-07,13.16,2.16,1.35
2005-04-08,12.06,0.50,0.00
2005-04-09,10.65,-0.38,0.00
2005-04-10,9.24,-1.26,0.21
2005-04-11,6.93,-0.05,4.16
2005-04-12,11.46,-4.74,0.00
2005-04-13,8.74,-5.76,0.21
2005-04-14,12.76,-7.24,0.00
2005-04-15,9.12,-5.92,1.48
2005-04-16,10.06,-2.02,9.11
2005-04-17,11.86,-4.64,1.35
2005-04-18,14.66,-3.54,0.00
2005-04-19,17.33,-4.77,0.00
2005-04-20,18.97,-3.27,0.00
2005-04-21,20.60,-1.76,0.00
2005-04-22,22.24,-0.26,0.00
2005-04-23,21.60,-0.18,0.00
2005-04-24,20.97,-0.09,0.00
2005-04-25,20.33,-0.01,0.00
2005-04-26,19.69,0.07,0.00
2005-04-27,19.06,0.16,0.00
2005-04-28,13.24,-6.26,0.00
2005-04-29,14.60,-6.80,0.00
2005-04-30,15.96,-7.34,1.35
2005-05-01,19.56,0.56,0.00
2005-05-02,19.56,0.16,0.68
2005-05-03,18.76,3.96,0.00
2005-05-04,18.50,3.85,0.00
2005-05-05,18.24,3.74,0.42
2005-05-06,20.56,3.16,0.00
2005-05-07,18.16,5.11,0.00
2005-05-08,15.76,7.06,3.38
2005-05-09,15.33,1.83,0.50
2005-05-10,16.76,6.99,0.00
2005-05-11,20.06,4.02,0.00
2005-05-12,23.36,1.06,0.68
2005-05-13,21.96,5.16,0.00
2005-05-14,20.56,9.26,0.00
2005-05-15,19.06,9.36,6.77
2005-05-16,14.86,8.30,3.67
2005-05-17,17.56,8.56,0.00
2005-05-18,13.46,6.66,0.68
2005-05-19,15.06,3.11,0.00
2005-05-20,16.66,-0.44,0.68
2005-05-21,17.66,4.96,0.00
2005-05-22,17.76,6.96,1.35
2005-05-23,15.74,0.24,0.00
2005-05-24,18.46,1.16,1.35
2005-05-25,21.86,-0.24,0.00
2005-05-26,25.26,-1.64,0.00
2005-05-27,27.36,2.90,0.00
2005-05-28,29.76,3.06,0.00
2005-05-29,28.00,4.15,0.00
2005-05-30,26.24,5.24,21.98
2005-05-31,17.79,6.48,7.13
2005-06-01,18.63,8.72,0.00
2005-06-02,19.46,10.96,0.00
2005-06-03,18.34,8.68,0.00
2005-06-04,17.22,6.40,0.00
2005-06-05,16.10,4.12,6.21
2005-06-06,16.74,5.74,4.23
2005-06-07,10.68,5.66,13.77
2005-06-08,13.92,7.51,5.71
2005-06-09,21.24,6.74,0.00
2005-06-10,20.24,2.74,0.00
2005-06-11,19.24,3.24,3.38
2005-06-12,17.74,4.24,0.00
2005-06-13,19.46,5.86,0.00
2005-06-14,19.10,3.30,0.00
2005-06-15,18.74,0.74,0.21
2005-06-16,17.98,4.91,0.00
2005-06-17,17.22,9.09,21.90
2005-06-18,20.06,7.30,0.00
2005-06-19,22.90,5.52,0.00
2005-06-20,25.74,3.74,0.00
2005-06-21,28.24,5.24,3.80
2005-06-22,24.74,3.74,0.00
2005-06-23,21.24,2.24,0.21
2005-06-24,20.40,2.57,0.00
2005-06-25,19.57,2.90,0.00
2005-06-26,18.74,3.24,4.44
2005-06-27,14.24,8.24,13.95
2005-06-28,19.24,11.74,2.32
2005-06-29,20.74,10.07,0.00
2005-06-30,22.24,8.40,0.00
2005-07-01,23.74,6.74,0.63
2005-07-02,19.26,10.96,2.03
2005-07-03,22.14,9.84,0.00
2005-07-04,25.03,8.72,0.00
2005-07-05,28.16,9.26,0.00
2005-07-06,25.62,9.30,0.00
2005-07-07,25.14,8.93,0.00
2005-07-08,24.66,8.56,0.00
2005-07-09,24.17,8.20,0.00
2005-07-10,23.69,7.83,0.00
2005-07-11,23.20,7.47,0.00
2005-07-12,22.72,7.10,0.00
2005-07-13,22.24,6.74,0.00
2005-07-14,20.24,7.24,0.00
2005-07-15,18.24,7.74,2.11
2005-07-16,22.35,6.25,0.00
2005-07-17,26.46,4.76,0.00
2005-07-18,28.24,6.24,0.00
2005-07-19,28.71,5.07,0.00
2005-07-20,29.19,3.90,0.00
2005-07-21,29.66,2.72,0.00
2005-07-22,27.69,3.73,0.00
2005-07-23,25.71,4.73,0.00
2005-07-24,23.74,5.74,0.00
2005-07-25,23.74,5.74,0.00
2005-07-26,26.74,5.24,0.00
2005-07-27,29.74,4.74,0.00
2005-07-28,29.99,5.24,0.00
2005-07-29,30.24,5.74,0.00
2005-07-30,30.49,6.24,0.00
2005-07-31,30.74,6.74,0.00
2005-08-01,28.24,5.49,0.00
2005-08-02,25.74,4.24,0.00
2005-08-03,26.64,4.74,0.00
2005-08-04,27.54,5.24,0.00
2005-08-05,28.44,5.74,0.00
2005-08-06,29.34,6.24,0.00
2005-08-07,30.24,6.74,0.00
2005-08-08,30.24,4.24,0.00
2005-08-09,30.74,4.74,0.00
2005-08-10,30.24,4.07,0.00
2005-08-11,29.74,3.40,0.00
2005-08-12,29.24,2.74,0.00
2005-08-13,28.74,3.57,0.00
2005-08-14,28.24,4.40,0.00
2005-08-15,27.74,5.24,0.00
2005-08-16,27.79,4.74,0.00
2005-08-17,27.85,4.24,0.00
2005-08-18,27.90,3.74,0.00
2005-08-19,27.96,3.24,0.00
2005-08-20,28.01,2.74,0.00
2005-08-21,28.07,2.24,0.00
2005-08-22,28.13,1.74,0.00
2005-08-23,28.18,1.24,0.00
2005-08-24,28.24,0.74,0.00
2005-08-25,28.24,2.49,0.00
2005-08-26,28.24,4.24,0.00
2005-08-27,26.24,3.74,0.00
2005-08-28,25.37,3.72,0.00
2005-08-29,24.50,3.70,0.00
2005-08-30,23.63,3.68,0.00
2005-08-31,22.76,3.66,0.00
2005-09-01,19.74,1.74,0.63
2005-09-02,25.46,9.76,0.00
2005-09-03,22.26,5.06,0.00
2005-09-04,18.06,7.76,0.00
2005-09-05,19.66,4.06,0.00
2005-09-06,22.47,-0.78,0.00
2005-09-07,23.86,0.66,0.00
2005-09-08,21.96,2.86,0.68
2005-09-09,15.26,6.36,2.03
2005-09-10,14.34,5.58,8.91
2005-09-11,14.79,4.91,0.00
2005-09-12,15.24,4.24,0.00
2005-09-13,17.65,3.55,0.00
2005-09-14,20.06,2.86,0.20
2005-09-15,17.76,8.86,0.00
2005-09-16,18.02,2.90,0.00
2005-09-17,18.36,-1.62,0.00
2005-09-18,20.46,-0.54,0.00
2005-09-19,20.16,4.06,0.00
2005-09-20,16.86,-1.06,0.00
2005-09-21,15.74,-2.76,0.00
2005-09-22,14.56,-2.04,0.00
2005-09-23,15.66,-4.54,0.00
2005-09-24,19.60,-5.78,0.00
2005-09-25,20.71,-3.44,0.00
2005-09-26,22.26,-0.54,0.00
2005-09-27,19.24,-1.26,0.00
2005-09-28,16.89,-5.56,0.00
2005-09-29,17.18,0.95,0.00
2005-09-30,17.46,7.46,0.00
2005-10-01,15.14,2.84,0.00
2005-10-02,16.69,0.11,0.71
2005-10-03,13.44,3.14,1.60
2005-10-04,14.04,4.74,0.00
2005-10-05,12.24,2.14,0.53
2005-10-06,8.55,5.95,9.06
2005-10-07,11.79,4.28,0.75
2005-10-08,9.65,-1.16,0.00
2005-10-09,14.10,2.29,0.00
2005-10-10,13.30,3.20,0.00
2005-10-11,15.94,7.24,0.00
2005-10-12,12.60,3.19,1.34
2005-10-13,15.75,2.99,0.00
2005-10-14,9.71,1.11,0.47
2005-10-15,13.10,0.96,7.62
2005-10-16,12.34,4.24,4.01
2005-10-17,11.24,6.06,10.11
2005-10-18,10.60,0.74,5.87
2005-10-19,9.30,2.05,6.86
2005-10-20,12.70,1.64,0.00
2005-10-21,9.85,-2.36,0.00
2005-10-22,13.35,-1.81,0.00
2005-10-23,14.98,0.50,2.40
2005-10-24,15.56,-0.36,0.00
2005-10-25,9.10,0.99,1.66
2005-10-26,11.74,4.24,0.27
2005-10-27,7.34,-4.26,0.00
2005-10-28,10.55,-0.10,0.00
2005-10-29,10.21,-1.00,1.20
2005-10-30,7.80,-3.26,0.53
2005-10-31,10.80,1.19,0.00
2005-11-01,6.32,-0.92,10.28
2005-11-02,6.35,-1.26,0.00
2005-11-03,6.70,0.35,0.27
2005-11-04,6.24,-0.26,0.27
2005-11-05,4.70,-4.20,1.33
2005-11-06,3.49,-2.05,0.08
2005-11-07,2.14,-5.97,2.78
2005-11-08,4.00,-4.96,0.00
2005-11-09,5.50,-0.95,0.00
2005-11-10,8.74,0.44,1.34
2005-11-11,6.90,-4.76,0.13
2005-11-12,6.09,-5.40,2.22
2005-11-13,2.99,-1.08,4.23
2005-11-14,1.55,-4.35,0.00
2005-11-15,-0.56,-4.16,1.07
2005-11-16,4.34,-2.32,0.00
2005-11-17,1.60,-2.10,0.00
2005-11-18,4.69,-2.48,0.00
2005-11-19,3.00,-1.45,0.00
2005-11-20,3.00,1.35,0.00
2005-11-21,2.10,0.55,0.00
2005-11-22,0.86,-2.64,0.00
2005-11-23,0.80,-1.95,0.00
2005-11-24,0.60,-1.50,0.00
2005-11-25,0.85,-1.70,4.76
2005-11-26,2.44,-1.56,0.00
2005-11-27,0.64,-8.96,0.00
2005-11-28,-3.67,-13.27,0.91
2005-11-29,-1.35,-4.65,0.00
2005-11-30,-5.17,-10.92,1.03
2005-12-01,-5.68,-13.61,2.18
2005-12-02,-5.59,-11.98,0.78
2005-12-03,-6.50,-15.96,0.00
2005-12-04,-6.05,-17.61,0.00
2005-12-05,-3.61,-11.53,0.00
2005-12-06,-6.15,-15.96,0.00
2005-12-07,-6.20,-15.56,0.00
2005-12-08,-5.00,-15.16,0.00
2005-12-09,-3.40,-11.06,0.00
2005-12-10,-4.45,-11.76,0.00
2005-12-11,-2.06,-11.76,0.00
2005-12-12,-1.45,-7.96,0.00
2005-12-13,1.13,-10.37,0.00
2005-12-14,-5.35,-12.56,0.00
2005-12-15,-4.90,-6.95,0.00
2005-12-16,-3.70,-7.95,0.00
2005-12-17,-4.35,-7.55,0.00
2005-12-18,-8.37,-16.51,0.00
2005-12-19,-5.56,-9.66,0.00
2005-12-20,1.00,-10.05,1.33
2005-12-21,2.12,-2.09,1.60
2005-12-22,2.95,-1.10,2.35
2005-12-23,5.29,-0.10,2.25
2005-12-24,5.04,-0.06,1.34
2005-12-25,7.56,0.68,1.10
2005-12-26,3.40,-1.20,1.21
2005-12-27,4.24,-0.76,2.40
2005-12-28,-0.16,-2.26,0.27
2005-12-29,1.98,-6.41,0.74
2005-12-30,0.35,-2.75,0.00
2005-12-31,1.74,-1.96,0.00
2006-01-01,2.05,-1.96,0.00
2006-01-02,2.80,-4.60,5.44
2006-01-03,2.30,-4.35,2.04
2006-01-04,3.05,-7.87,0.89
2006-01-05,4.30,-3.75,0.00
2006-01-06,4.34,-1.56,8.28
2006-01-07,3.37,0.81,4.62
2006-01-08,5.94,-0.16,0.00
2006-01-09,3.90,0.55,3.06
2006-01-10,8.90,-1.25,11.41
2006-01-11,3.64,-3.02,0.39
2006-01-12,2.71,-3.12,0.57
2006-01-13,4.75,-2.41,0.40
2006-01-14,5.64,1.84,0.00
2006-01-15,4.55,-5.10,0.00
2006-01-16,-1.26,-4.56,0.00
2006-01-17,3.18,-4.34,0.59
2006-01-18,1.00,-2.45,0.00
2006-01-19,0.64,-2.26,0.00
2006-01-20,-0.49,-3.99,2.08
2006-01-21,0.75,-5.11,0.00
2006-01-22,0.60,-2.35,0.00
2006-01-23,3.43,-6.03,0.00
2006-01-24,3.45,-2.16,0.00
2006-01-25,6.10,-5.20,0.00
2006-01-26,2.95,-3.26,0.00
2006-01-27,5.35,-3.05,0.00
2006-01-28,7.40,-1.95,0.00
2006-01-29,2.62,-3.46,0.74
2006-01-30,4.90,-1.47,0.80
2006-01-31,3.56,-7.56,0.91
2006-02-01,7.64,-1.26,0.80
2006-02-02,6.66,-3.98,0.00
2006-02-03,4.47,-3.72,0.12
2006-02-04,6.54,-0.56,2.94
2006-02-05,7.44,1.64,0.00
2006-02-06,3.64,-3.56,1.60
2006-02-07,2.51,-5.56,0.00
2006-02-08,3.40,-4.31,0.27
2006-02-09,3.55,-8.26,0.00
2006-02-10,0.34,-9.46,0.00
2006-02-11,2.64,-9.56,0.00
2006-02-12,4.34,-6.36,0.00
2006-02-13,-0.25,-6.65,1.45
2006-02-14,1.05,-9.46,0.00
2006-02-15,-1.78,-15.34,0.00
2006-02-16,-1.70,-13.56,0.00
2006-02-17,-4.15,-16.31,0.00
2006-02-18,-4.16,-21.02,0.00
2006-02-19,-4.10,-16.56,0.00
2006-02-20,-1.85,-11.51,0.00
2006-02-21,3.84,-4.86,0.00
2006-02-22,3.35,-4.41,0.33
2006-02-23,0.64,-4.06,0.00
2006-02-24,-0.26,-9.56,0.00
2006-02-25,-3.48,-13.68,0.15
2006-02-26,4.45,-10.34,0.00
2006-02-27,10.14,-2.86,1.34
2006-02-28,1.75,-2.96,10.14
2006-03-01,4.35,-6.36,0.00
2006-03-02,5.80,-2.91,0.13
2006-03-03,4.84,-5.36,0.00
2006-03-04,7.95,-5.90,0.00
2006-03-05,3.70,-5.35,0.00
2006-03-06,7.65,-2.25,0.00
2006-03-07,9.94,-1.56,0.00
2006-03-08,2.04,-3.96,3.47
2006-03-09,2.60,-5.02,0.34
2006-03-10,2.48,-12.35,0.11
2006-03-11,4.70,-8.26,0.00
2006-03-12,4.20,-13.85,0.00
2006-03-13,6.54,-8.06,0.00
2006-03-14,7.74,-2.06,0.00
2006-03-15,6.19,-7.95,0.00
2006-03-16,6.50,-3.40,0.40
2006-03-17,7.85,-0.15,5.87
2006-03-18,5.19,-3.72,0.00
2006-03-19,6.65,-5.45,0.00
2006-03-20,8.55,-4.96,0.00
2006-03-21,8.51,-3.26,0.06
2006-03-22,10.72,-2.10,0.00
2006-03-23,13.48,0.25,0.44
2006-03-24,9.90,1.49,0.80
2006-03-25,9.24,-0.36,0.00
2006-03-26,10.64,-2.86,0.00
2006-03-27,9.24,-0.96,0.00
2006-03-28,9.80,-1.91,0.00
2006-03-29,13.72,-1.08,0.00
2006-03-30,14.30,1.70,0.00
2006-03-31,8.94,4.14,1.87
2006-04-01,10.24,-1.06,0.27
2006-04-02,10.55,1.44,0.00
2006-04-03,7.25,-4.01,0.53
2006-04-04,12.24,2.84,0.00
2006-04-05,11.54,-0.63,0.15
2006-04-06,16.60,6.74,0.00
2006-04-07,12.59,-1.99,0.00
2006-04-08,15.94,2.74,0.00
2006-04-09,14.80,5.00,0.27
2006-04-10,10.14,4.94,7.75
2006-04-11,12.95,3.55,1.70
2006-04-12,11.20,1.65,4.03
2006-04-13,10.64,1.57,0.11
2006-04-14,11.64,3.14,0.80
2006-04-15,9.64,-2.66,7.21
2006-04-16,8.94,-2.36,0.53
2006-04-17,9.10,-5.72,0.08
2006-04-18,13.60,-4.17,0.00
2006-04-19,16.64,-0.36,0.00
2006-04-20,17.13,1.45,6.61
2006-04-21,11.11,3.78,10.21
2006-04-22,12.65,-4.21,0.13
2006-04-23,15.75,-4.32,0.00
2006-04-24,20.60,-3.36,0.00
2006-04-25,20.64,1.44,0.00
2006-04-26,18.62,-0.93,0.00
2006-04-27,20.69,-0.29,0.00
2006-04-28,22.04,3.04,0.00
2006-04-29,22.44,8.64,5.34
2006-04-30,15.54,2.64,0.00
2006-05-01,9.10,2.69,0.40
2006-05-02,13.80,-0.85,0.00
2006-05-03,17.80,-3.61,0.00
2006-05-04,19.50,-2.41,1.02
2006-05-05,20.85,0.29,0.00
2006-05-06,15.90,5.24,0.00
2006-05-07,15.44,3.84,1.60
2006-05-08,11.84,2.44,0.53
2006-05-09,14.80,-4.06,0.00
2006-05-10,18.25,-2.06,0.00
2006-05-11,17.34,4.14,2.40
2006-05-12,15.44,-1.06,0.00
2006-05-13,18.30,-2.96,0.00
2006-05-14,22.30,-1.01,0.00
2006-05-15,27.50,2.59,0.00
2006-05-16,30.60,7.09,0.00
2006-05-17,31.35,8.89,0.00
2006-05-18,30.10,11.89,0.00
2006-05-19,27.74,11.24,0.00
2006-05-20,18.25,11.05,18.34
2006-05-21,21.35,5.29,0.40
2006-05-22,15.24,7.74,13.36
2006-05-23,20.34,8.84,0.80
2006-05-24,14.20,7.60,9.50
2006-05-25,17.74,5.94,14.96
2006-05-26,14.74,6.14,1.34
2006-05-27,17.14,7.24,6.14
2006-05-28,18.44,5.54,0.53
2006-05-29,18.94,10.14,0.27
2006-05-30,22.65,1.84,0.00
2006-05-31,25.60,4.74,0.00
2006-06-01,23.50,11.86,1.20
2006-06-02,19.78,9.63,8.78
2006-06-03,21.44,5.94,0.00
2006-06-04,17.15,6.58,0.31
2006-06-05,21.70,10.00,0.00
2006-06-06,25.20,5.99,0.00
2006-06-07,25.69,6.23,1.59
2006-06-08,17.96,10.81,19.33
2006-06-09,20.34,7.44,2.94
2006-06-10,18.13,7.14,2.42
2006-06-11,19.44,10.44,4.27
2006-06-12,22.90,6.79,0.00
2006-06-13,21.15,9.40,3.98
2006-06-14,16.14,12.34,13.09
2006-06-15,21.20,9.85,2.99
2006-06-16,21.73,4.94,0.11
2006-06-17,18.73,6.64,0.12
2006-06-18,20.39,2.96,1.14
2006-06-19,18.80,7.94,2.23
2006-06-20,21.05,6.35,1.21
2006-06-21,23.75,4.85,0.13
2006-06-22,25.50,8.99,0.00
2006-06-23,25.40,5.19,0.00
2006-06-24,28.65,6.14,0.00
2006-06-25,31.90,8.69,0.00
2006-06-26,33.85,9.54,0.00
2006-06-27,35.10,11.29,0.00
2006-06-28,30.63,8.03,0.00
2006-06-29,28.30,7.69,0.00
2006-06-30,31.05,12.79,0.00
2006-07-01,32.75,9.19,0.00
2006-07-02,33.40,9.24,0.00
2006-07-03,34.89,12.74,0.00
2006-07-04,26.85,11.79,4.55
2006-07-05,30.95,12.30,17.84
2006-07-06,22.30,11.25,0.13
2006-07-07,25.55,8.45,0.00
2006-07-08,29.80,8.19,0.00
2006-07-09,30.75,12.89,10.21
2006-07-10,26.45,15.75,0.00
2006-07-11,23.75,7.14,0.00
2006-07-12,22.80,12.30,2.28
2006-07-13,22.95,13.30,0.13
2006-07-14,26.65,11.15,0.00
2006-07-15,26.95,9.64,0.00
2006-07-16,27.60,6.94,0.00
2006-07-17,28.65,7.39,0.00
2006-07-18,25.20,7.64,0.00
2006-07-19,23.70,6.24,0.00
2006-07-20,30.25,7.99,0.00
2006-07-21,35.10,10.64,0.00
2006-07-22,35.10,14.59,0.00
2006-07-23,37.04,15.59,0.00
2006-07-24,33.05,14.34,0.00
2006-07-25,33.95,13.99,0.00
2006-07-26,35.04,13.34,0.00
2006-07-27,33.85,14.79,0.00
2006-07-28,31.00,11.54,0.00
2006-07-29,27.50,14.90,0.00
2006-07-30,21.40,8.60,0.00
2006-07-31,22.85,4.19,0.00
2006-08-01,24.85,5.75,0.00
2006-08-02,27.84,8.14,0.00
2006-08-03,27.14,8.34,0.00
2006-08-04,23.05,6.29,0.00
2006-08-05,26.70,2.37,0.00
2006-08-06,30.85,7.84,0.00
2006-08-07,33.35,9.04,0.00
2006-08-08,30.19,9.06,0.00
2006-08-09,24.50,12.20,0.00
2006-08-10,23.75,11.39,2.48
2006-08-11,23.52,8.29,1.09
2006-08-12,25.37,6.55,0.00
2006-08-13,28.55,9.19,0.00
2006-08-14,30.65,7.14,0.00
2006-08-15,25.64,10.04,0.00
2006-08-16,27.25,5.79,0.00
2006-08-17,26.63,6.59,0.00
2006-08-18,25.67,7.71,0.00
2006-08-19,31.30,7.59,0.00
2006-08-20,29.40,7.39,0.00
2006-08-21,25.60,7.82,0.00
2006-08-22,22.22,9.92,0.00
2006-08-23,24.35,9.64,0.00
2006-08-24,24.14,9.94,0.00
2006-08-25,26.25,5.59,0.00
2006-08-26,28.90,7.24,0.00
2006-08-27,23.32,6.28,0.00
2006-08-28,30.20,7.79,0.00
2006-08-29,24.25,9.19,0.53
2006-08-30,15.44,9.04,5.88
2006-08-31,18.42,2.35,0.00
2006-09-01,22.41,1.70,0.00
2006-09-02,28.58,2.14,0.00
2006-09-03,30.45,2.60,0.00
2006-09-04,32.17,3.17,0.00
2006-09-05,32.70,4.51,0.00
2006-09-06,32.27,4.06,0.00
2006-09-07,26.73,4.08,0.00
2006-09-08,24.08,2.98,0.01
2006-09-09,20.66,5.03,0.01
2006-09-10,24.15,4.19,0.00
2006-09-11,21.09,2.84,0.00
2006-09-12,21.20,1.88,0.00
2006-09-13,16.50,9.45,4.76
2006-09-14,19.93,0.78,0.24
2006-09-15,20.38,-0.73,0.02
2006-09-16,20.16,-1.94,0.00
2006-09-17,20.23,-3.22,0.00
2006-09-18,20.39,-2.85,0.30
2006-09-19,20.52,-2.88,0.04
2006-09-20,19.84,-2.80,0.77
2006-09-21,20.25,-2.99,0.01
2006-09-22,20.28,-2.53,0.00
2006-09-23,20.34,-2.54,0.00
2006-09-24,20.57,-2.89,0.00
2006-09-25,20.77,-2.82,0.00
2006-09-26,20.76,-2.60,0.25
2006-09-27,20.79,-2.63,0.00
2006-09-28,20.84,-2.59,0.00
2006-09-29,20.86,-2.52,0.00
2006-09-30,20.90,-2.84,0.00
2006-10-01,17.40,3.49,0.00
2006-10-02,15.95,-0.81,0.00
2006-10-03,13.52,-1.45,0.00
2006-10-04,15.91,-2.56,0.00
2006-10-05,14.64,-1.65,0.00
2006-10-06,14.57,1.55,4.21
2006-10-07,13.50,-2.59,0.00
2006-10-08,13.85,0.63,0.00
2006-10-09,13.55,-5.21,0.00
2006-10-10,14.70,-2.86,0.00
2006-10-11,16.30,-1.81,0.00
2006-10-12,17.05,-1.66,0.00
2006-10-13,16.55,0.64,0.00
2006-10-14,13.85,-1.12,7.63
2006-10-15,11.34,4.90,8.53
2006-10-16,11.64,7.24,1.87
2006-10-17,9.42,3.46,0.00
2006-10-18,9.15,0.55,0.00
2006-10-19,11.07,1.53,2.04
2006-10-20,10.87,1.51,0.00
2006-10-21,9.31,-0.54,0.00
2006-10-22,9.57,-1.06,0.00
2006-10-23,11.70,-2.71,0.00
2006-10-24,8.44,0.95,1.22
2006-10-25,11.20,-0.81,0.13
2006-10-26,8.71,2.07,0.85
2006-10-27,10.30,6.50,0.00
2006-10-28,8.44,2.43,2.85
2006-10-29,6.21,0.10,2.31
2006-10-30,1.20,-7.71,0.00
2006-10-31,1.65,-11.61,0.00
2006-11-01,0.40,-11.96,0.00
2006-11-02,-1.30,-8.21,5.70
2006-11-03,4.97,-0.39,0.12
2006-11-04,7.05,2.10,2.35
2006-11-05,7.38,2.07,2.51
2006-11-06,12.24,4.34,4.27
2006-11-07,7.35,3.53,0.32
2006-11-08,8.31,-0.96,0.00
2006-11-09,4.74,-2.76,1.34
2006-11-10,3.24,-2.86,1.34
2006-11-11,4.72,-1.26,0.00
2006-11-12,3.66,-1.00,3.16
2006-11-13,5.24,-1.59,2.54
2006-11-14,4.25,-3.60,0.13
2006-11-15,8.44,1.14,2.14
2006-11-16,5.60,-0.92,0.00
2006-11-17,7.45,-6.25,0.00
2006-11-18,5.35,-1.35,0.00
2006-11-19,7.45,-1.45,0.00
2006-11-20,7.50,-2.71,0.00
2006-11-21,5.85,-1.41,0.00
2006-11-22,5.08,-3.66,1.06
2006-11-23,4.22,-3.56,0.06
2006-11-24,2.45,-3.65,5.60
2006-11-25,-3.07,-8.39,2.46
2006-11-26,-5.77,-10.48,7.61
2006-11-27,-14.02,-16.94,0.88
2006-11-28,-16.15,-22.82,0.00
2006-11-29,-11.26,-25.66,5.88
2006-11-30,-7.20,-16.50,1.15
2006-12-01,-5.36,-12.06,0.27
2006-12-02,-4.35,-7.05,0.00
2006-12-03,-3.66,-6.86,3.47
2006-12-04,-0.70,-4.70,0.68
2006-12-05,-2.50,-7.30,0.80
2006-12-06,-0.46,-5.36,0.00
2006-12-07,0.65,-5.10,0.00
2006-12-08,0.70,-3.56,0.00
2006-12-09,0.75,-7.16,0.00
2006-12-10,1.80,-1.60,0.00
2006-12-11,3.24,-0.36,3.47
2006-12-12,6.24,-0.56,1.60
2006-12-13,7.40,-2.80,1.61
2006-12-14,2.62,-6.75,5.60
2006-12-15,4.04,-3.56,1.07
2006-12-16,-3.60,-13.86,0.00
2006-12-17,-2.23,-13.19,0.00
2006-12-18,-1.59,-12.78,0.00
2006-12-19,-0.20,-6.25,0.00
2006-12-20,1.19,-4.04,0.00
2006-12-21,1.44,-3.86,1.60
2006-12-22,-0.55,-3.25,0.40
2006-12-23,-1.23,-6.31,6.20
2006-12-24,-0.22,-13.30,0.00
2006-12-25,1.71,-8.58,0.00
2006-12-26,-1.36,-7.94,12.53
2006-12-27,-0.65,-6.47,8.41
2006-12-28,-7.25,-18.78,0.00
2006-12-29,-2.28,-18.01,0.00
2006-12-30,-2.95,-12.36,0.00
2006-12-31,-2.75,-8.95,0.00
2007-01-01,0.45,-7.66,0.16
2007-01-02,2.20,-3.95,1.74
2007-01-03,1.11,-5.51,2.82
2007-01-04,1.44,-7.16,2.27
2007-01-05,0.55,-10.31,1.46
2007-01-06,1.37,-7.12,0.63
2007-01-07,5.22,-3.59,0.00
2007-01-08,3.17,-9.51,0.00
2007-01-09,5.40,-4.00,0.00
2007-01-10,-0.09,-9.06,0.00
2007-01-11,-12.59,-19.09,0.00
2007-01-12,-13.10,-23.21,0.00
2007-01-13,-9.06,-19.56,1.34
2007-01-14,-8.35,-19.26,0.00
2007-01-15,-6.70,-12.19,0.00
2007-01-16,-7.11,-13.15,2.34
2007-01-17,-5.45,-11.61,0.13
2007-01-18,-5.85,-9.90,20.68
2007-01-19,-2.96,-7.56,4.01
2007-01-20,-1.30,-9.57,0.00
2007-01-21,-1.58,-10.94,0.00
2007-01-22,0.40,-3.25,0.66
2007-01-23,2.14,-1.86,0.00
2007-01-24,5.12,-2.09,0.00
2007-01-25,0.19,-8.65,0.00
2007-01-26,-0.00,-8.47,0.00
2007-01-27,-1.06,-11.56,0.00
2007-01-28,-3.21,-15.01,0.00
2007-01-29,-4.15,-6.95,0.27
2007-01-30,-0.66,-6.86,0.00
2007-01-31,-2.61,-11.73,0.00
2007-02-01,-2.61,-15.46,0.00
2007-02-02,-6.73,-18.03,0.00
2007-02-03,-5.40,-7.90,1.74
2007-02-04,-1.16,-7.06,2.35
2007-02-05,1.35,-4.00,0.00
2007-02-06,1.75,-1.60,0.00
2007-02-07,1.90,-1.15,0.27
2007-02-08,2.95,-0.94,0.85
